id,text,category
tam1036,ராசு படையாச்சி படத்தை விட பல மடங்கு வெற்றி படமாக அமைய அனைவரும் துனை நிற்போம்.,NOT
tam1037,வசனங்கள் அனைத்தும் அருமையாக உள்ளது இனி எவனும் சொல்லக்கூடாது ஜாதிகள் இல்லையடி பாப்பா,NOT
tam1038,படம் வெற்றியுடன்  வாழ்க வளமுடன்  நன்றி தமிழ் மக்களே,NOT
tam1039,வேலூர் வன்னியர் சார்பில் படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
tam1040,ஜெயம் ரவி அண்ணா வாழ்த்துக்கள் நீங்க இதே மாதிரி நிறைய புதுசு புதுசா முயற்சி பண்ணுங்க அண்ணா ஐ லைக் யு அண்ணா,NOT
tam1041,பறையர் சார்பாக வாழ்த்துக்கள் படம் வெற்றி பெற,NOT
tam1042,அண்ணன் இயக்குனர் மோகன் அவர்களின் படைப்பிற்கு தலைவணங்குகின்றோம்....  இப்படம் மாபெரும் வெற்றியடைய செய்து அடங்க மறு குரூப்பினை அடக்குவோம் என காட்டுவோம்,NOT
tam1043,ரஜினி ஒரு எச்ச.... தொட நடுங்கி.... ஒரு RSS மணநிலை கொண்டவன்.....,OFF
tam1044,இந்து சாதி வெறிபிடித்தவன் சார்பாக இந்த பிட்டு படம் நாசமாக போக வாழ்த்துகள்,NOT
tam1045,புதுச்சேரி வன்னியர் இளைஞர்கள் சார்பில் இந்த படம் வெற்றி பெற வாழ்த்துகள்  வன்னியர் Group Ku Varavainga +918940263072 intha WhatsApp Number ku Hi nu Message panuinga,NOT
tam1046,எங்களுக்கு மண்ணு பொண்ணு ரெண்டுமே முக்கியம்அதுல எவன் கைய வெச்சாலும் வெட்டுவோம்தரம்vera levelEagerly waiting for this movie,NOT
tam1047,"யோவ் பாரின் சரக்கு அதிகம் அடிக்காதான்னு எத்தனை தடவையா சொல்லுறது, இப்பையும் அப்படியே வாந்தி எடுத்து வச்சி இருக்க",OFF
tam1048,"என்னய்யா இது டயலாக் ரொம்ப கேவலமா இருக்கு, ரைட்டர் சுஜாதா இருந்தவரைக்கும் டயலாக் சூப்பரா இருந்துச்சு",NOT
tam1049,பொள்ளாச்சி  சாதி வெறி கொங்கு கவுண்டர்களை சூதடித்த மோகன் g அவர்களுக்கு வாழ்த்துக்கள்  Rape பண்ணி வீடியோ எடுத்து பணம் சம்பாரித்த பொள்ளாச்சி கவுண்டர்ஸ்,NOT
tam1050,மோகன் அண்ணா வாழ்த்துக்கள்  படம் வெற்றி பெர வாழ்த்துக்கள்,NOT
tam1051,மோகன்ஜி ப்ரோ. எப்போ படம் தியேட்டருக்கு. ஆவலாய் இருக்கும் படம் பார்க்க. சீக்கிரமா ரிலீஸ் டேட் சொல்லுங்க.,NOT
tam1052,ஒரு டிரெய்லர் ரிலீஸ் ......        அனைத்து சமுதாயத்தையும் ஒன்று சேர   வைத்ததில் பெருமகிழ்ச்சி......,NOT
tam1053,தென்மாவட்டம் எங்க  மறவர் வெள்ளாளர் நாயக்கர்  நாடார் கோனார் கோட்டை...,NOT
tam1054,"அட்ரா அட்ரா... சாதிய வளக்கனும்னே ஒரு கூட்டத்த சினிமாவுக்குள்ள உருவாக்குறவங்களுக்கு இப்படம் சமர்ப்பனம்... அதுவும் நம்ப தல மச்சான் ஹீரோவாம், கண்டிப்பாக நல்லவரா இருப்பாப்ள...",NOT
tam1055,ரஜினி - 40 வருட திரைவாழ்வு அதுவும் 30 வருடங்களுக்கும் மேலாக தனிமனித ராஜாங்கம் - ஆனால் இது வரைக்கும் யாரையும் கடிந்து ஒரு வார்த்தை பேசி பார்த்ததில்லை இன்னொருத்தரை இழிவுபடுத்தியோ - அசிங்க படித்தியோ ஒரு காட்சிகூட வைத்ததில்லை...இது தான் அவர்,NOT
tam1056,திரைப்படம் மிகப் பெரிய வெற்றி பெற வாழ்த்துக்கள்,NOT
tam1057,பல நாள் மண குமுறல் இப்ப படமா வருது கண்டிப்பாக எங்கள் முக்குலத்தோர் சார்பாக நாங்கள் ஆதரவு அளிப்போம்,NOT
tam1058,கவுண்டர் இனத்தின் சார்பக படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
tam1059,கேப்டன் ரசிகர்கள் சார்பாக வெற்றி பெற வாழ்த்துக்கள்,NOT
tam1060,பெண் பிள்ளைகள் பெற்ற அனைத்து அப்பாகளின் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
tam1061,நவின நாடக காதல் எல்லா நாயும் பண்ணுது...குறிப்பிட்ட நபரை தாக்கி பேசுவது தவறு...எனக்கும் ஒரு தங்கை உள்ளார்...படம் வெற்றி பெற வாழ்த்துக்கள்,OFF
tam1062,நாகை கவுண்டர் சார்பாக வாழ்த்துக்கள்..... படம்,NOT
tam1063,இன்னும் எத்தனை பெரியார் வந்தாலும் சாதியை மட்டும் ஒழிக்கவே முடியாது. சமத்துவம் என்பதை சரி செய்யவும் முடியாது. நம் தமிழ்நாட்டில் சாதியைத் தூக்கி ஓரம் வைத்து விட்டு சமத்துவம் என்பதை கை🤝கொடுத்து தூக்கங்கள் அதுவே போதும் மக்களுக்கு                நன்றி வணக்கம் 🤝,NOT
tam1064,இட ஒதுக்கீடு விழுப்புணர்வு படம்  காடுவெட்டியார் தம்பிய கேக்கறோம்  வருங்காலத்துல எடுங்க அரசு துறைல வன்னியர் தேவர் கௌண்டர் வெள்ளாளர் யாதவர் செட்டியார்னு னு எல்ல சமுதாயமும் புல்லிங்கா படிக்கிறதுல இருந்து எல்லாத்துக்கும் பூர்விக சொத்த விகுரோம் நாம வரிப்பணம் எவனுக்கோ போது sports koata கூட விட்டு வெக்கல எல்ல சமூகமும் அரசு பதவிகி வரணும்னா மாவீரன் காடுவெட்டியார் கணவன சாதி வாரி கணக்கெடுத்து சதவீதத்தை வகுப்பு வாத வீத சாற கொள்கை அடிப்படையில இட ஒதுக்கீடு தந்த எல்ல சமுதாய குழந்தைகளும் அரசு துறைல இருக்கும்,NOT
tam1065,அம்பேத்கார் என் பூலு .. பர் தேவிடியா பசங்க,OFF
tam1066,கொடுக்காபுளி பூவில் தேன் குடிக்கும் பொன்வண்டின் அழகு தமிழ் வடுக்காய் ஊறுகாயும் தயிா்சோறும் சேர்ந்த சுவை தமிழ் மிடுக்காய் நடந்திடும் கொக்கின் பொறுமை தமிழ் கேட்க மக்கள் தொலைக்காட்சி நிகழ்ச்சிகளை யூ டியூப் ல் காணுங்கள் நன்றி.,NOT
tam1067,தேனி மாவட்டம் தேவர் சமுதாயம் மக்களின் மனக் குமறளை வெளிகொண்டு வந்த படக்குழுவினருக்கு வாழ்த்துக்கள்....,NOT
tam1068,"செங்குந்த முதலியார்  சார்பாக,,வெள்ளி விழா காண,,வாழ்த்துகிறேன்,,,,நாடக காதல் வெள்ளி திரை க்கு வருவது,,, வரவேற்க தக்கது,,, சாதியை ஒழிப்போம் என பொய்,,வேஷம் இட்டவர்கள்,,, இனி எதிர் நோக்கட்டும்,,உண்மையான,சாதி ஒழிப்பை,,,தமிழினத்தில்,,ஏற்ற தாழ்வு,,என்ற ஒன்று,,,இல்லை,,,தமிழ் குடிகள்,,அனைத்தும்,, ஒன்றே,,,,,",NOT
tam1069,அசுரன் ப. பெருமாள்  காலா படம்லா சமூகநீதி அப்ப திரௌபதி சாதி படமா. மற்ற சமூகத்தை ஏமாற்றும் நாடக காதல் கும்பலை பற்றி கதை. உங்கலுக்கு ஏன்டா வலிக்குது. அப்ப அதை செய்வது நீங்களா,OFF
tam1070,ஊராளிகவுண்டர்கள் சார்பாக மனமார்ந்த நன்றி இயக்குனரே.எங்களுடைய மனக்குமுறலை  திரைப்படத்தில் கொண்டு வந்ததற்கு நன்றி.,NOT
tam1071,இது போல் இன்னும் அதிக திரைப்படங்கள் வர வேண்டும்,NOT
tam1072,இராமநாதபுரம் மாவட்டம யாதவர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
tam1073,அடிக்கிறவனுக்கே தெரியாம எப்பிடிடா அடிக்க முடியும் பேசுனுங்கறகாக பேசாத நாயே விவரமா பேசு விட்டா கிறுக்கனா ஆகிருவாய்ங்க போலருக்கு,OFF
tam1074,சூர்யா anaana வின் அடுத்த தடம் வேற லெவல் anaana செம,NOT
tam1075,"தினம் தினம் 4, இல்ல்5 தடவ நாஞ்சிம் இந்த வீடியோவ பாத்துடுவ நீங்க எப்படி",NOT
tam1076,கள்ளர் வம்சத்தை சார்ந்த அனைவரும் துணை நிற்போம்,NOT
tam1077,அடுத்த சாதி பொண்ணுங்கள லவ் பண்ணி சாதிய ஓழிக்க சொல்ற எச்சபாடுக்கான  படம் ஆ இருக்கும் னு எதிர்பார்க்குற,OFF
tam1078,ரஜினி ரசிகா்கள் mind voice எப்படி இருக்கும்,NOT
tam1079,நான் திருநெல்வேலி நாடாருடே. . .   வாழ்த்துக்கள் ல,NOT
tam1080,முதலியார்களின் சார்பில் இப்படம் வெற்றி அடைய வாழ்த்துக்கள்,NOT
tam1081,உடையார் ஜாதி சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
tam1082,வெற்றி பெற வாழ்த்துக்கள்... வெள்ளாளர்  சார்பாக,NOT
tam1083,"விழிப்புணர்வு குழந்தை பருவத்தில் இருந்தே பெற்றோர்கள் சொல்லி கொடுத்து வளர்கனும், கட்டப்பஞ்சாயத்து செய்பவனை,அனைவரும் ஒன்று சேர்ந்து, தனிமை படுத்தவேண்டும்,பெண்களின் மானத்துடன் விளையாடும் அமைப்பு அழியும் காலம் இது",NOT
tam1084,எங்களுக்கு மண்ணு பொண்ணு ரெண்டும் முக்கியம் அதல யார் கைய வைச்சாலும் கைய வெட்டுவோம்,NOT
tam1085,வணக்கம் டா மாப்ள தருமபுரியில இருந்து.....ட்ரெய்லர் பார்த்தன் டா...டேய் ஜாதி வெறி பசங்கள உங்களுக்கு தாண்டா....படம் படுத்துக்கும்டா,NOT
tam1086,வெள்ளாளர் சமுதாயம் சார்பாக வாழ்த்துக்கள் . இப்பவே படத்தோட வெற்றி உங்களுக்கே தெரிஞ்சிருக்கும்..,NOT
tam1087,உத்திரமேரூர் ஆரானி செங்கல்பட்டு வானிய செட்டியார் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்.,NOT
tam1088,எத்தன பேர் எத்தன வியூஸ்னு பாக்க வரீங்க,NOT
tam1089,மண் குடிசையில் வாழ்ந்தாலும் மல்லத்தியோடு வாழ வேண்டும் தேவேந்தரகுல வேளாளர் சமூகம் சார்பாக வாழ்த்துக்கள்,NOT
tam1090,தலைவா நீங்க வாங்க தலைவா இனி எவனாவது ஆடுறானானு பாப்போம்,NOT
tam1091,"உங்கள் வீரத்திற்கு மனமார்ந்த வாழ்த்துக்கள், வெற்றி பெற என் aasirvathangal.",NOT
tam1092,நமக்கு எல்லாம் சுதந்திரமே கிடைத்திருக்க கூடாது டா.எந்த சாதியும் இருக்காது எல்லாம் வெள்ளைக்காரனுக்கு நாய் மாதிரி இருந்திருப்போம்,OFF
tam1093,"If dis movie had got released 3 months before,  it would have had a great impact on the elections... இந்த படம் 3 மாதங்களுக்கு முன் ரிலீஸ் ஆகி இருந்தால், தேர்தலில் பெரிய தாக்கத்தை உண்டாகி இருக்கும்",NOT
tam1094,எனக்கு GVM story சாயல்ல இருக்கு it's good to see,NOT
tam1095,Bgm enna paa semaya iruku வசனம் வெற leval  ஒரு உண்மை சம்பவத்தை மையப்படுத்தி எடுக்கப்பட்ட படம் என்பதால் எதிர்பார்ப்போடு காத்திருக்கிறோம்,NOT
tam1096,ஷத்ரியன்டா      தல மச்சான் வேற லெவல்     Getup,NOT
tam1097,சூர்யா படம் வந்தாலே ஏன் ஆமைகள் வரிசையா வந்து அழுவுது,OFF
tam1098,வாழ்த்துக்கள் பட குழுவினர்களுக்கு பலர் சொல்ல தயங்கியதை தைரியமாக சொல்லி உள்ளீர்கள் நானும் பொண்ணை பெற்றவன் என்பதால் இந்த படத்திற்கு முழு ஆதரவு தருவோம்,NOT
tam1099,இந்த படம் 100 நாள் தாண்டி ஓட வாழ்த்துக்கள் இயக்குனர் அவர்களுக்கு,NOT
tam1100,1996 அரசியல்  திமுக  புதிதாக உருவான தமிழ் மாநில காங்கிரஸ் கட்சிக்கு ரஜினி தேவைப்பட்டார்  ஜெயலலிதா ஆட்சியினை அப்புறப்படுத்த எதிர்கட்சிகளுக்கு ரஜினி தேவைப்பட்டார்  ரஜினி பெயரை சொல்லி வாக்கு கேட்டு வென்றனர்🤘  கோமாளி பட இயக்குனருக்கு வரலாறு தெரியுமா,OFF
tam1101,I am தேவர் அந்த ___ களுக்கு செருப்படி,OFF
tam1102,இங்கே இருக்கிற கமென்ட் களை எல்லாம் பார்த்தால் திருமா ஒரு நாள் வசமாக மாட்டிக்கொண்டால் எலும்பு கூட மிச்சம் ஆகாது போல் இருக்கிறதே...,OFF
tam1103,"தீபா கூட நடிக்க வச்சிருகலாம்... கொஞ்சம் பொருத்தமா இருக்கும்.. ஆனா அந்த அம்மா கண்ணடிக்கமா நடிக்கணும், அதன் பிரச்சினை",OFF
tam1104,சௌராஷ்டிர மக்கள் சார்பில் அனைவரும் இந்த படத்தை ஆதரவு தருவோம்...,NOT
tam1105,மிஷ்கின் சூப்பர் டைரக்டர் உதயநிதி ஸ்டாலின் சார் உங்களுக்கு அரசியல் வேண்டாம் நீங்க நல்ல நடிகர்,NOT
tam1106,30 வருஷங்களித்து மொதோ தடவையா இந்தப்படத்தை பார்த்தே தீருவேன்...,NOT
tam1107,என்னடா மரம் வெட்டுறதுக்கு பதில் சிலம்பம் சுத்துறான் 🤣🤣🤣🤣🤣🤣,NOT
tam1108,தமிழில் பதிவு செய்ததர்க்கு நன்றி மேலும் மேலும் திரௌபதி வெற்றி அடைய வாழ்த்துக்கள்,NOT
tam1109,இயக்குனர் மோகன் sir தொடர்ந்து இது மாதிரியான படங்களை இயக்க கேட்டுக்கொள்கிறோம்...அதுவும் குறிப்பாக வட தமிழகத்தில் இயக்க கேட்டுக்கொள்கிறோம்....தங்களுக்கு மேலும் மேலும் நிச்சயமாக ஆதரவு பெருகி கொண்டே போகும்....,NOT
tam1110,"சாதிகள் உள்ளதடி பாப்பா : குலத் தாழ்ச்சி உயர்ச்சி சொல்லல் பாவம். என்பது 100/100 சத்தியமான உன்மை வார்த்தையாகும் ஏனென்றால் மதங்களையும், சாதிகளையும், மொழிகளையும், படைத்தது இறைவன் தான் ஆனால் அதில் உயர்வு தாழ்வை படைத்து ஆளுமை செய்வது மனிதன் தான் படைத்த பிரம்மம்  இறைவன் மனித குலத்திற்கு நல்வழிகாட்ட அந்தந்த காலத்திலும் ஒவ்வொரு மெய்ஞானிகளை அனுப்பியது அப்படி வந்த மெய்ஞான செம்மலாகிய மகத்துக்களே இதை எல்லாம் உருவாக்கினார்கள்.",NOT
tam1111,"அனைத்து சமுதாய சொந்தங்களே இவன் மாவீரன் காடுவெட்டியார் பாசாறை  செந்தாரப்பட்டி கோட்டை ,சேலம் ஜில்லா",NOT
tam1112,நத்தம் வீர முத்திரையர்கள் சார்பாக வெள்ளி விழா கான வாழ்த்துகள்...,NOT
tam1113,இன்னும் ஏன்டா ஜாதி படமா எடுக்குறீங்க 🤧,NOT
tam1114,படம் கடைசில சாதியை ஒழிப்போம்னு எடுத்து முடிக்க போறான்..  தமிழனாக ஒன்று சேராதவரை பிளவுபடுத்திக்கொண்டேதான் இந்த அரசியல் சமூகம் இயங்கும்.. தமிழ் நாட்டுல இடம் பொருள் அதிகாரம் அதிகமாக வந்தேறி களிடம் உள்ள நிலையில் எப்படி இப்படி தமிழனுக்குள்ள அடிச்சுகிட்டு இருக்கிங்க பசங்களா.. சாதி தமிழனின மூத்த குடி என்பதற்க்கு மட்டும் பயன் படுத்துங்கள்.. நமக்குள் அடைத்துக்கொள்ளாதீர்கள்,NOT
tam1115,இதை விட கேவலமாக ஒரு டிரைலர் நான் பார்த்ததில்லை,OFF
tam1116,பொண்ணுகள நாடக காதல் நடத்துர திருமாவளவன் பள்ளன் பறையனுக்கு செருப்படி படம் தேவுடியா பசங்களா உங்க ஆத்தாளும் அக்காளும் பொண்ணு தான் டா பொட்டைகளா 🤘🤘🤘🤘,OFF
tam1117,theme music copied from godfather movie.   இது ஆண்மை இல்லாத தனமா தெரியலையா இளையராஜா சார் ???,OFF
tam1118,அனைத்து தமிழ்நாடு ரெட்டியார்கள் சார்பாக படம் ( பாடம்) வெற்றி பெற வாழ்த்துக்கள்.,NOT
tam1119,ஒரு பெரிய அளவில் விழிப்புணர்வு ஏற்படுத்த கூடிய மாபெரும் திரைபடம்... எங்கள் அதரவு உங்களுக்கு உண்டு... வெற்றி பெற வாழ்த்துக்கள்...,NOT
tam1120,அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை அருமை,NOT
tam1121,சிங்கம்பட்டி வழி மறவர்கள் சார்பாக படம் வெள்ளி விழா கொண்டாட வாழ்த்துகள் !!!!,NOT
tam1122,எந்நவொரு மிகபெரிய விஷயமா இருந்தாலும் அதோட ஆணி வேர் இருந்து ஆரம்பிக்குறதுதான் அழகு....அண்ணா அதை நீங்க சொல்றது பேரழகு,NOT
tam1123,திருப்பத்தூர் மாவட்ட வன்னியர் சார்பாக இப்படம் வெற்றி பெற வாழ்த்துகள்,NOT
tam1124,தரமான சம்பவம் மோகன் சார் இத்திரைப்படம் மாபெரும் வெற்றி படமாகும் வாழ்த்துக்கள்,NOT
tam1125,எப்போ தான் இந்த ஜாதி பிரச்சினை முடிவுக்கு வரும் தெரியல.. எங்க போகுது மறுபடியும் இந்த உலகம் 50 ஆண்டு பின்னோக்கி...,NOT
tam1126,Dislike பண்றது யாரா இருக்கும் கமெண்ட் பண்ணுங்க...,NOT
tam1127,இப்படம் வெற்றி பெற தொட்டியம் வெள்ளாளர் முன்னேற்ற கழகம் சார்பாக வாழ்த்துகள்,NOT
tam1128,போராடுரது தப்புனா போராடுர சூழ்நிலையை உருவாக்குறதும் தப்புதான்,NOT
tam1129,கொங்கு வேளாளர் கவுண்டர் வம்சத்தில் தீரன் சின்னமலை ஆசியுடன் இப்படம் நாடகக்காதல் கும்பலுக்கு நெத்தியடி தந்து வெற்றிபெற வாழ்த்துக்கள். மேலும் இம்மாதிரியான படங்களை மேன்மேலும் படைக்க வேண்டும் என்று இயக்குனர் மோகன் அவர்களை கேட்டுக்கொள்கிறேன்.,NOT
tam1130,மரன மாஸ் superb  படம் வைர விழா கான அனைத்து தல ரசிகர்களின் சார்பாக வாழ்த்துக்கள் 🤗,NOT
tam1131,"40 வருடமா அவர் ஏன் உச்சத்தில் இருக்கிறார் என்பதற்கு இதுவே காரணம். அரசியலிலிம் சரி சினிமாவிலும் சரி அவரை உள் நுழைக்காமல் உங்களால் எதுவுமே செய்ய முடியவில்லை. அவரின் முதுகில் குத்துவதாக நினைத்துக் கொண்டிருக்கிறீர்கள். அவற்றையெல்லாம் உதாசீனப்படுத்தி விட்டு உச்சத்திற்கு போய் கொண்டே இருக்கிறார் என்பது தான் நிஜம், நீங்க தாண்டா ரயல் கோமாளீஸ் @jayamravi @director",OFF
tam1132,ஏண்டா இந்த பாட்டுக்கு இப்படி ஒரு வீடியோ கொடுத்து நாசகமாக்கிட்டிங்க... அதுவும் மைக்குக்கு முன்னாடி பாடுரதல்லாம் சகிக்கல,OFF
tam1133,இந்த சமுதாய மக்களுக்கு விழிப்புணர்வை ஏற்படுத்த படம் எடுத்து அண்ணன் மோகன் ஜீ அவர்களுக்கு நன்றி வாழ்த்துக்கள்....,NOT
tam1134,தமிழர்களா தமிழ் ல கமெண்ட் செய்யுங்க கண்டா மலையாளம் பசங்க லாம் இங்க வந்து அவுங்க மலையாளம் ல பேசுரங்க,NOT
tam1135,முதுகெலும்பு சிதைந்தும் My game is beyond pain,NOT
tam1136,டிசம்பர் மாதம் காஞ்சிபுரம் மாவட்டம் வாலாஜா அந்த ஊரு தலித் பொண்ணு name ரோஜா அந்த பொண்ண நாடக காதல் பண்ணி கொடூரமா கொலை பண்ணுன வன்னியர் ஜாதி தேவிடியா மொவன் இப்போ ஜெயிலில் இருக்கான்.... நாடக காதல் குரூப் வன்னியர் ஜாதி no1... வெக்கம் கெட்ட நாய்ங்கலே  த்து.....,OFF
tam1137,இந்த மாதிரி படம் எடுக்க ஒரு தனி தைரியம் வேண்டும்.....\r வாழ்த்துக்கள்.,NOT
tam1138,"திருநெல்வேலி சீமை கோவில்பட்டி வீர நாயக்கர் இனத்தின் சார்பாக வாழ்த்துக்கள்..,",NOT
tam1139,Commemts லாம் படிங்க...முதல் முறையாக மொத்த தமிழ் சாதிகளும் ஒன்றாக இணைந்து குருமா தேவுடியா பயனை எதிர்க்கிறது  பார்க்கவே ஆனந்தமா இருக்கு,OFF
tam1140,எவன் வேண்டுமானலும் யாரயை வேண்டுமானலும் ஓக்கலாம் படம் எடுங்கடா,OFF
tam1141,ரஜினி அரசியல் கி  வருவார் 2050 ல,OFF
tam1142,ட்ரைலர்லயே செம்மயா சிரிச்சேன் அப்போ படத்துல வேர் லெவலா,NOT
tam1143,ஜெயம் ரவி யோகி பாபு mass கூட்டணி படம் வெற்றி பெற தல ரசிகர் சார்பாக வாழ்த்துக்கள்,NOT
tam1144,தரமான சம்பவம் இந்த படத்துக்கு எல்லொரும் ஆதரவும் வேண்டும்,NOT
tam1145,முத்தரையர் சமுதாயத்தின் சார்பாக படம் 100 நாள் தாண்டி  திரையில் வெற்றி பெற வாழ்த்துக்கள்.,NOT
tam1146,ஒன்னு படத்தோட பேரை மாத்துங்க.இல்லைனா படத்தை வௌயிடாதீங்க.எதார்த்தமாக படக்மெடுக்காம வியாபார நோக்கத்திற்காக எடுக்கப்பட்ட படம் தேவையா?எப்படியும் முக்கியப்புள்ளிகளைப் பற்றி படத்தில் காட்சிகள் இருக்காது.இதுவந்தா என்ன..?வரலைனா என்ன..?,OFF
tam1147,படம் வெற்றி பெற  வேதாரண்யம் அகமுடையார் சங்கம் சார்பாக  வாழ்த்துக்கள்....,NOT
tam1148,பட்டங்கட்டிமறவர் சமுதாயம் சார்பாக படம் வரலாறு காணத வெற்றி பெற வாழ்த்துக்கள்....!,NOT
tam1149,சூரியா மோகன்லால் ஆர்யா  super combinations,NOT
tam1150,அடுத்து புள்ளிங்கோ னு ஒரு படம் எடுங்க,NOT
tam1151,Kuruma boys kku  கை ஒதருதா உள்ள பதருதா,OFF
tam1152,ஆக எடப்பாடி பழனிசாமி பதவி விலக வேண்டும்,OFF
tam1153,கதறுங்கடா கதறுங்க ...!!! வாழ்த்துக்கள் மோகன் .....சும்மா சும்மா எப்போ பார்த்தாலும் ஜாதி ஜாதி இவனுங்க தான் இப்படி எல்லாம் பண்ண வைக்கிறாங்க..அவன் அவன் வேலையா பார்துட்டு இருக்கும் தேவை இல்லாமல் சீண்டி விட்டு இப்படி அசிங்க படனுமா,OFF
tam1154,கடலூர் மாவட்டம் சான்றோர்பாளையம் வன்னியர்கள் சார்பாக இந்த படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
tam1155,NTK கதையாப்பா அருமை காத்திருப்போம்   நாம் தமிழர்,NOT
tam1156,Dislike Vida Comments Adhigam  வெறித்தனமான like அனைத்து மக்களின் ஆதரவு கமென்ட் பாக்ஸ் ல தெரியுது  அனைவருக்கும் வன்னியர் சார்பாக நன்றி நண்பர்களே......,NOT
tam1157,திருப்பத்தூர் மாவட்டம் வன்னியர் குல சத்ரியர்கள் சார்பாக வாழ்த்துக்கள்,NOT
tam1158,அட்டகத்தி :- மச்சி லவ்  பன்னவுடனே போட்டுடனும்  அப்ப தான் அவ நம்பகூடவே இருப்பா ..  திரௌபதி :- அம்மனமா இருக்குறது பொண்னுங்களுக்கு மட்டும் தா அவமானமா  உனக்கில்ல்ல ...    பொதுவுடைமை தோழர்களுக்கு செருப்படி வசனம்  ...  #திரெளபதி (தீ),NOT
tam1159,"என்றும் இசைஞானி இசை உயிர் துடிப்பு இல்லா மனிதனையும் உயிர் பெற செய்யும் இசைக்கு என கடவுள் உருவம் நம்ம இசைஞானி மட்டுமே ..,",NOT
tam1160,எங்கள் வீட்டு பெண் பிள்ளைகளை இந்த திரைப்படம் வெளியிடும் போது கண்டிப்பாக திரையரங்கம் சென்று பார்ப்பேன்..,NOT
tam1161,இந்த படம் வந்த அப்ரம் நம்ப வீட்டு ponnunnku இந்த samoogathathaa எப்படி  கையலனும் nu  தெளிவா புரியும் நன்றி மோகன் .G அவர்களே,NOT
tam1162,"யாரோ விஜய் சேதுபதி படத்தை பார்க்கிறார், அதனால் நான் இங்கே இருக்கிறேன் credits google translator",NOT
tam1163,"நீ ஒரு பொன்ன பாக்கும்போது அவ சாதி, சொத்து, புன்ட சைஷ், அவங்க அம்மா முலை சைஷ்  ல பாப்பியா..... நெஞ்சுல கைய வைச்சு சொல்லு ... You tube ahh nne mattu usepanala police um crimebranch um pakurangaa aprm nanga ethukku irukom  th....... Payalugalaa..,",OFF
tam1164,என்ன டா டிரைலரை விட்டுருக்கிங்க ஜாதி வெறி திருந்த மாட்டீங்க போல,NOT
tam1165,ஆதிக்க சாதி அடிமை சாதினு பேசிபேசி பேசாம விட்ட கொடுமைகளை தோலுரித்த படக்குழுவிற்கு தென்னாட்டு பார்க்கவகுலம் சார்பாக வாழ்த்துக்கள்..,NOT
tam1166,திருவண்ணாமலை  மாவட்டத்துல இந்த படம் எங்க ஓடுனாலும் நான் 500 பேர என் செலவுல படம் பாப்ப கூட்டிட்டு போவன்....,NOT
tam1167,Yaralam bgm அசுரன் படம் போல இருக்குனு solrawanga,NOT
tam1168,சூர்யா நற்பணி மன்றம் சார்பில் பெரிய வாழ்த்துக்கள்,NOT
tam1169,ட்ரெய்லர் வேற லெவல் மரணமாஸ் அண்ணா Mohan G Kshatriyan  எங்களுக்கு மண்ணு பொண்ணு ரெண்டுமே முக்கியம்... அதுல யாரு கையை வைச்சாலும் கையை வெட்டுவோம்..  #திரௌபதி  மிரட்டுகிறாள் வாழ்த்துகள் சகோ,OFF
tam1170,திரௌபதிஎனக்கு மிகவும் பிடித்த பெயர்....ரொம்ப நாள் காத்திருப்பிற்கு  பிறகு நினைத்த கதைகளத்தோடு  கிடைத்த தரிசனம் இந்த படம்....நிச்சயமாக வெற்றி பெறும்...,NOT
tam1171,தமிழ் திரையுலக ஆண்மகன் மோகன் அண்ணாவிற்கு இராமநாதபுரம் மாவட்ட மக்கள் சார்பாக வாழ்த்துக்கள்,NOT
tam1172,"என்னைப் பொருத்ந வரை இதுதான் சமூக சீர்த்திருத்த படம், கனிமொழி போன்றோர் இப்படத்திற்கு தடை கேட்பார்கள், ஏனெனில் சமீபத்தில் கர்நாடக பெண் மருத்துவரை கொலை செய்த நால்வரை encounter செய்தது தவறு என்று குற்றவாளி கள் பக்கம் அதரித்து பேசியவர் கனிமொழி என்பது நாம் மறந்து விட முடியாது .",OFF
tam1173,பழத்தை தின்று விதையை பதமாக்கி ௭ருவோடு மண்ணில் விடும் பறைவைகளே ௨லகின் முதல் இயற்கை விவசாயி    யூ டியூப் ல் மக்கள் தொலைக்காட்சி யில் மலரும் பூமி நிகழ்ச்சிகளை காணுங்கள் நன்றி.,NOT
tam1174,சாதி வெறியராக இருப்பதை நிறுத்துங்கள். மனிதனாக மாறத் தொடங்குங்கள்.,NOT
tam1175,மனித நேயத்துல இருக்கற மொத்த நம்பிக்கையும் இந்த comment எல்லாம் படிச்சதுக்கப்புறம் போயிடுச்சு...,NOT
